+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
| Brand#13 | PROMO BRUSHED STEEL       | 36     | 4            |
| Brand#13 | PROMO BRUSHED STEEL       | 49     | 4            |
| Brand#13 | PROMO BRUSHED TIN         | 19     | 4            |
| Brand#13 | PROMO BRUSHED TIN         | 49     | 4            |
| Brand#13 | PROMO BURNISHED BRASS     | 3      | 4            |
| Brand#13 | PROMO BURNISHED BRASS     | 14     | 4            |
| Brand#13 | PROMO BURNISHED BRASS     | 49     | 4            |
| Brand#13 | PROMO BURNISHED COPPER    | 14     | 4            |
| Brand#13 | PROMO BURNISHED COPPER    | 36     | 4            |
| Brand#13 | PROMO BURNISHED NICKEL    | 19     | 4            |
| Brand#13 | PROMO BURNISHED NICKEL    | 23     | 4            |
| Brand#13 | PROMO BURNISHED NICKEL    | 45     | 4            |
| Brand#13 | PROMO BURNISHED STEEL     | 3      | 4            |
| Brand#13 | PROMO BURNISHED STEEL     | 36     | 4            |
| Brand#13 | PROMO BURNISHED TIN       | 36     | 4            |
| Brand#13 | PROMO BURNISHED TIN       | 49     | 4            |
| Brand#13 | PROMO PLATED BRASS        | 3      | 4            |
| Brand#13 | PROMO PLATED BRASS        | 9      | 4            |
| Brand#13 | PROMO PLATED BRASS        | 19     | 4            |
| Brand#13 | PROMO PLATED BRASS        | 23     | 4            |
| Brand#13 | PROMO PLATED BRASS        | 36     | 4            |
| Brand#13 | PROMO PLATED BRASS        | 45     | 4            |
| Brand#13 | PROMO PLATED COPPER       | 19     | 4            |
| Brand#13 | PROMO PLATED COPPER       | 23     | 4            |
| Brand#13 | PROMO PLATED COPPER       | 49     | 4            |
| Brand#13 | PROMO PLATED NICKEL       | 45     | 4            |
| Brand#13 | PROMO PLATED STEEL        | 3      | 4            |
| Brand#13 | PROMO PLATED STEEL        | 14     | 4            |
| Brand#13 | PROMO PLATED STEEL        | 23     | 4            |
| Brand#13 | PROMO PLATED STEEL        | 36     | 4            |
| Brand#13 | PROMO PLATED STEEL        | 49     | 4            |
| Brand#13 | PROMO PLATED TIN          | 3      | 4            |
| Brand#13 | PROMO PLATED TIN          | 9      | 4            |
| Brand#13 | PROMO PLATED TIN          | 19     | 4            |
| Brand#13 | PROMO PLATED TIN          | 36     | 4            |
| Brand#13 | PROMO PLATED TIN          | 45     | 4            |
| Brand#13 | PROMO PLATED TIN          | 49     | 4            |
| Brand#13 | PROMO POLISHED BRASS      | 9      | 4            |
| Brand#13 | PROMO POLISHED BRASS      | 14     | 4            |
| Brand#13 | PROMO POLISHED BRASS      | 23     | 4            |
| Brand#13 | PROMO POLISHED COPPER     | 3      | 4            |
| Brand#13 | PROMO POLISHED COPPER     | 23     | 4            |
| Brand#13 | PROMO POLISHED COPPER     | 49     | 4            |
| Brand#13 | PROMO POLISHED NICKEL     | 9      | 4            |
| Brand#13 | PROMO POLISHED NICKEL     | 19     | 4            |
| Brand#13 | PROMO POLISHED STEEL      | 3      | 4            |
| Brand#13 | PROMO POLISHED STEEL      | 9      | 4            |
| Brand#13 | PROMO POLISHED STEEL      | 19     | 4            |
| Brand#13 | PROMO POLISHED STEEL      | 49     | 4            |
| Brand#13 | PROMO POLISHED TIN        | 3      | 4            |
| Brand#13 | PROMO POLISHED TIN        | 14     | 4            |
| Brand#13 | PROMO POLISHED TIN        | 49     | 4            |
| Brand#13 | SMALL ANODIZED BRASS      | 3      | 4            |
| Brand#13 | SMALL ANODIZED BRASS      | 9      | 4            |
| Brand#13 | SMALL ANODIZED BRASS      | 23     | 4            |
| Brand#13 | SMALL ANODIZED BRASS      | 45     | 4            |
| Brand#13 | SMALL ANODIZED COPPER     | 3      | 4            |
| Brand#13 | SMALL ANODIZED COPPER     | 14     | 4            |
| Brand#13 | SMALL ANODIZED COPPER     | 45     | 4            |
| Brand#13 | SMALL ANODIZED COPPER     | 49     | 4            |
| Brand#13 | SMALL ANODIZED NICKEL     | 9      | 4            |
| Brand#13 | SMALL ANODIZED NICKEL     | 23     | 4            |
| Brand#13 | SMALL ANODIZED NICKEL     | 36     | 4            |
| Brand#13 | SMALL ANODIZED STEEL      | 19     | 4            |
| Brand#13 | SMALL ANODIZED STEEL      | 36     | 4            |
| Brand#13 | SMALL ANODIZED STEEL      | 49     | 4            |
| Brand#13 | SMALL ANODIZED TIN        | 3      | 4            |
| Brand#13 | SMALL BRUSHED BRASS       | 23     | 4            |
| Brand#13 | SMALL BRUSHED BRASS       | 45     | 4            |
| Brand#13 | SMALL BRUSHED COPPER      | 3      | 4            |
| Brand#13 | SMALL BRUSHED COPPER      | 49     | 4            |
| Brand#13 | SMALL BRUSHED NICKEL      | 45     | 4            |
| Brand#13 | SMALL BRUSHED NICKEL      | 49     | 4            |
| Brand#13 | SMALL BRUSHED STEEL       | 9      | 4            |
| Brand#13 | SMALL BRUSHED STEEL       | 14     | 4            |
| Brand#13 | SMALL BRUSHED STEEL       | 19     | 4            |
| Brand#13 | SMALL BRUSHED TIN         | 14     | 4            |
| Brand#13 | SMALL BRUSHED TIN         | 19     | 4            |
| Brand#13 | SMALL BRUSHED TIN         | 36     | 4            |
| Brand#13 | SMALL BURNISHED BRASS     | 9      | 4            |
| Brand#13 | SMALL BURNISHED BRASS     | 23     | 4            |
| Brand#13 | SMALL BURNISHED BRASS     | 36     | 4            |
| Brand#13 | SMALL BURNISHED COPPER    | 3      | 4            |
| Brand#13 | SMALL BURNISHED COPPER    | 14     | 4            |
| Brand#13 | SMALL BURNISHED COPPER    | 19     | 4            |
| Brand#13 | SMALL BURNISHED COPPER    | 36     | 4            |
| Brand#13 | SMALL BURNISHED NICKEL    | 14     | 4            |
| Brand#13 | SMALL BURNISHED NICKEL    | 36     | 4            |
| Brand#13 | SMALL BURNISHED STEEL     | 14     | 4            |
| Brand#13 | SMALL BURNISHED TIN       | 3      | 4            |
| Brand#13 | SMALL BURNISHED TIN       | 23     | 4            |
| Brand#13 | SMALL BURNISHED TIN       | 45     | 4            |
| Brand#13 | SMALL PLATED BRASS        | 3      | 4            |
| Brand#13 | SMALL PLATED BRASS        | 14     | 4            |
| Brand#13 | SMALL PLATED COPPER       | 9      | 4            |
| Brand#13 | SMALL PLATED COPPER       | 45     | 4            |
| Brand#13 | SMALL PLATED NICKEL       | 3      | 4            |
| Brand#13 | SMALL PLATED NICKEL       | 9      | 4            |
| Brand#13 | SMALL PLATED NICKEL       | 19     | 4            |
| Brand#13 | SMALL PLATED STEEL        | 3      | 4            |
| Brand#13 | SMALL PLATED STEEL        | 45     | 4            |
| Brand#13 | SMALL PLATED STEEL        | 49     | 4            |
| Brand#13 | SMALL PLATED TIN          | 9      | 4            |
| Brand#13 | SMALL PLATED TIN          | 23     | 4            |
| Brand#13 | SMALL PLATED TIN          | 45     | 4            |
| Brand#13 | SMALL POLISHED BRASS      | 3      | 4            |
| Brand#13 | SMALL POLISHED BRASS      | 19     | 4            |
| Brand#13 | SMALL POLISHED BRASS      | 36     | 4            |
| Brand#13 | SMALL POLISHED COPPER     | 14     | 4            |
| Brand#13 | SMALL POLISHED COPPER     | 23     | 4            |
| Brand#13 | SMALL POLISHED COPPER     | 36     | 4            |
| Brand#13 | SMALL POLISHED NICKEL     | 9      | 4            |
| Brand#13 | SMALL POLISHED NICKEL     | 23     | 4            |
| Brand#13 | SMALL POLISHED NICKEL     | 49     | 4            |
| Brand#13 | SMALL POLISHED STEEL      | 9      | 4            |
| Brand#13 | SMALL POLISHED STEEL      | 19     | 4            |
| Brand#13 | SMALL POLISHED TIN        | 3      | 4            |
| Brand#13 | SMALL POLISHED TIN        | 9      | 4            |
| Brand#13 | SMALL POLISHED TIN        | 19     | 4            |
| Brand#13 | SMALL POLISHED TIN        | 23     | 4            |
| Brand#13 | SMALL POLISHED TIN        | 36     | 4            |
| Brand#13 | SMALL POLISHED TIN        | 45     | 4            |
| Brand#13 | SMALL POLISHED TIN        | 49     | 4            |
| Brand#13 | STANDARD ANODIZED BRASS   | 3      | 4            |
| Brand#13 | STANDARD ANODIZED BRASS   | 19     | 4            |
| Brand#13 | STANDARD ANODIZED BRASS   | 36     | 4            |
| Brand#13 | STANDARD ANODIZED BRASS   | 45     | 4            |
| Brand#13 | STANDARD ANODIZED COPPER  | 9      | 4            |
| Brand#13 | STANDARD ANODIZED COPPER  | 45     | 4            |
| Brand#13 | STANDARD ANODIZED NICKEL  | 9      | 4            |
| Brand#13 | STANDARD ANODIZED NICKEL  | 36     | 4            |
| Brand#13 | STANDARD ANODIZED STEEL   | 49     | 4            |
| Brand#13 | STANDARD ANODIZED TIN     | 3      | 4            |
| Brand#13 | STANDARD ANODIZED TIN     | 14     | 4            |
| Brand#13 | STANDARD ANODIZED TIN     | 19     | 4            |
| Brand#13 | STANDARD ANODIZED TIN     | 45     | 4            |
| Brand#13 | STANDARD ANODIZED TIN     | 49     | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 3      | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 9      | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 19     | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 23     | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 45     | 4            |
| Brand#13 | STANDARD BRUSHED BRASS    | 49     | 4            |
| Brand#13 | STANDARD BRUSHED COPPER   | 14     | 4            |
| Brand#13 | STANDARD BRUSHED COPPER   | 36     | 4            |
| Brand#13 | STANDARD BRUSHED COPPER   | 45     | 4            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 3      | 4            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 9      | 4            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 19     | 4            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 23     | 4            |
| Brand#13 | STANDARD BRUSHED NICKEL   | 45     | 4            |
| Brand#13 | STANDARD BRUSHED STEEL    | 3      | 4            |
| Brand#13 | STANDARD BRUSHED STEEL    | 14     | 4            |
| Brand#13 | STANDARD BRUSHED STEEL    | 19     | 4            |
| Brand#13 | STANDARD BRUSHED STEEL    | 23     | 4            |
| Brand#13 | STANDARD BRUSHED TIN      | 14     | 4            |
| Brand#13 | STANDARD BRUSHED TIN      | 36     | 4            |
| Brand#13 | STANDARD BRUSHED TIN      | 45     | 4            |
| Brand#13 | STANDARD BURNISHED BRASS  | 14     | 4            |
| Brand#13 | STANDARD BURNISHED BRASS  | 45     | 4            |
| Brand#13 | STANDARD BURNISHED COPPER | 19     | 4            |
| Brand#13 | STANDARD BURNISHED NICKEL | 36     | 4            |
| Brand#13 | STANDARD BURNISHED NICKEL | 45     | 4            |
| Brand#13 | STANDARD BURNISHED STEEL  | 9      | 4            |
| Brand#13 | STANDARD BURNISHED STEEL  | 14     | 4            |
| Brand#13 | STANDARD BURNISHED STEEL  | 23     | 4            |
| Brand#13 | STANDARD BURNISHED STEEL  | 36     | 4            |
| Brand#13 | STANDARD BURNISHED STEEL  | 49     | 4            |
| Brand#13 | STANDARD BURNISHED TIN    | 14     | 4            |
| Brand#13 | STANDARD BURNISHED TIN    | 45     | 4            |
| Brand#13 | STANDARD PLATED COPPER    | 3      | 4            |
| Brand#13 | STANDARD PLATED COPPER    | 9      | 4            |
| Brand#13 | STANDARD PLATED COPPER    | 19     | 4            |
| Brand#13 | STANDARD PLATED COPPER    | 49     | 4            |
| Brand#13 | STANDARD PLATED NICKEL    | 19     | 4            |
| Brand#13 | STANDARD PLATED STEEL     | 3      | 4            |
| Brand#13 | STANDARD PLATED STEEL     | 23     | 4            |
| Brand#13 | STANDARD PLATED STEEL     | 45     | 4            |
| Brand#13 | STANDARD PLATED TIN       | 3      | 4            |
+----------+---------------------------+--------+--------------+
+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
+----------+---------------------------+--------+--------------+
| Brand#13 | STANDARD PLATED TIN       | 9      | 4            |
| Brand#13 | STANDARD POLISHED BRASS   | 3      | 4            |
| Brand#13 | STANDARD POLISHED BRASS   | 9      | 4            |
| Brand#13 | STANDARD POLISHED BRASS   | 14     | 4            |
| Brand#13 | STANDARD POLISHED BRASS   | 23     | 4            |
| Brand#13 | STANDARD POLISHED BRASS   | 49     | 4            |
| Brand#13 | STANDARD POLISHED COPPER  | 9      | 4            |
| Brand#13 | STANDARD POLISHED COPPER  | 19     | 4            |
| Brand#13 | STANDARD POLISHED COPPER  | 49     | 4            |
| Brand#13 | STANDARD POLISHED NICKEL  | 14     | 4            |
| Brand#13 | STANDARD POLISHED STEEL   | 3      | 4            |
| Brand#13 | STANDARD POLISHED TIN     | 3      | 4            |
| Brand#13 | STANDARD POLISHED TIN     | 9      | 4            |
| Brand#13 | STANDARD POLISHED TIN     | 49     | 4            |
| Brand#14 | ECONOMY ANODIZED BRASS    | 9      | 4            |
| Brand#14 | ECONOMY ANODIZED BRASS    | 19     | 4            |
| Brand#14 | ECONOMY ANODIZED COPPER   | 19     | 4            |
| Brand#14 | ECONOMY ANODIZED COPPER   | 23     | 4            |
| Brand#14 | ECONOMY ANODIZED COPPER   | 49     | 4            |
| Brand#14 | ECONOMY ANODIZED NICKEL   | 3      | 4            |
| Brand#14 | ECONOMY ANODIZED NICKEL   | 19     | 4            |
| Brand#14 | ECONOMY ANODIZED NICKEL   | 36     | 4            |
| Brand#14 | ECONOMY ANODIZED STEEL    | 23     | 4            |
| Brand#14 | ECONOMY ANODIZED STEEL    | 36     | 4            |
| Brand#14 | ECONOMY ANODIZED TIN      | 14     | 4            |
| Brand#14 | ECONOMY ANODIZED TIN      | 36     | 4            |
| Brand#14 | ECONOMY ANODIZED TIN      | 49     | 4            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 19     | 4            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 36     | 4            |
| Brand#14 | ECONOMY BRUSHED BRASS     | 45     | 4            |
| Brand#14 | ECONOMY BRUSHED COPPER    | 9      | 4            |
| Brand#14 | ECONOMY BRUSHED COPPER    | 14     | 4            |
| Brand#14 | ECONOMY BRUSHED COPPER    | 23     | 4            |
| Brand#14 | ECONOMY BRUSHED COPPER    | 36     | 4            |
| Brand#14 | ECONOMY BRUSHED NICKEL    | 19     | 4            |
| Brand#14 | ECONOMY BRUSHED NICKEL    | 23     | 4            |
| Brand#14 | ECONOMY BRUSHED NICKEL    | 45     | 4            |
| Brand#14 | ECONOMY BRUSHED NICKEL    | 49     | 4            |
| Brand#14 | ECONOMY BRUSHED STEEL     | 9      | 4            |
| Brand#14 | ECONOMY BRUSHED STEEL     | 14     | 4            |
| Brand#14 | ECONOMY BRUSHED STEEL     | 19     | 4            |
| Brand#14 | ECONOMY BRUSHED STEEL     | 23     | 4            |
| Brand#14 | ECONOMY BRUSHED TIN       | 9      | 4            |
| Brand#14 | ECONOMY BRUSHED TIN       | 19     | 4            |
| Brand#14 | ECONOMY BRUSHED TIN       | 23     | 4            |
| Brand#14 | ECONOMY BRUSHED TIN       | 36     | 4            |
| Brand#14 | ECONOMY BRUSHED TIN       | 45     | 4            |
| Brand#14 | ECONOMY BURNISHED BRASS   | 3      | 4            |
| Brand#14 | ECONOMY BURNISHED BRASS   | 9      | 4            |
| Brand#14 | ECONOMY BURNISHED BRASS   | 19     | 4            |
| Brand#14 | ECONOMY BURNISHED BRASS   | 36     | 4            |
| Brand#14 | ECONOMY BURNISHED COPPER  | 3      | 4            |
| Brand#14 | ECONOMY BURNISHED COPPER  | 14     | 4            |
| Brand#14 | ECONOMY BURNISHED COPPER  | 19     | 4            |
| Brand#14 | ECONOMY BURNISHED NICKEL  | 14     | 4            |
| Brand#14 | ECONOMY BURNISHED NICKEL  | 19     | 4            |
| Brand#14 | ECONOMY BURNISHED NICKEL  | 49     | 4            |
| Brand#14 | ECONOMY BURNISHED TIN     | 3      | 4            |
| Brand#14 | ECONOMY BURNISHED TIN     | 45     | 4            |
| Brand#14 | ECONOMY BURNISHED TIN     | 49     | 4            |
| Brand#14 | ECONOMY PLATED BRASS      | 3      | 4            |
| Brand#14 | ECONOMY PLATED BRASS      | 19     | 4            |
| Brand#14 | ECONOMY PLATED BRASS      | 23     | 4            |
| Brand#14 | ECONOMY PLATED BRASS      | 49     | 4            |
| Brand#14 | ECONOMY PLATED COPPER     | 36     | 4            |
| Brand#14 | ECONOMY PLATED COPPER     | 45     | 4            |
| Brand#14 | ECONOMY PLATED COPPER     | 49     | 4            |
| Brand#14 | ECONOMY PLATED NICKEL     | 14     | 4            |
| Brand#14 | ECONOMY PLATED NICKEL     | 45     | 4            |
| Brand#14 | ECONOMY PLATED STEEL      | 14     | 4            |
| Brand#14 | ECONOMY PLATED STEEL      | 19     | 4            |
| Brand#14 | ECONOMY PLATED STEEL      | 23     | 4            |
| Brand#14 | ECONOMY PLATED STEEL      | 45     | 4            |
| Brand#14 | ECONOMY PLATED STEEL      | 49     | 4            |
| Brand#14 | ECONOMY PLATED TIN        | 3      | 4            |
| Brand#14 | ECONOMY PLATED TIN        | 14     | 4            |
| Brand#14 | ECONOMY PLATED TIN        | 23     | 4            |
| Brand#14 | ECONOMY PLATED TIN        | 49     | 4            |
| Brand#14 | ECONOMY POLISHED BRASS    | 9      | 4            |
| Brand#14 | ECONOMY POLISHED BRASS    | 14     | 4            |
| Brand#14 | ECONOMY POLISHED BRASS    | 45     | 4            |
| Brand#14 | ECONOMY POLISHED COPPER   | 3      | 4            |
| Brand#14 | ECONOMY POLISHED COPPER   | 9      | 4            |
| Brand#14 | ECONOMY POLISHED COPPER   | 19     | 4            |
| Brand#14 | ECONOMY POLISHED COPPER   | 36     | 4            |
| Brand#14 | ECONOMY POLISHED COPPER   | 45     | 4            |
| Brand#14 | ECONOMY POLISHED NICKEL   | 23     | 4            |
| Brand#14 | ECONOMY POLISHED STEEL    | 14     | 4            |
| Brand#14 | ECONOMY POLISHED STEEL    | 19     | 4            |
| Brand#14 | ECONOMY POLISHED STEEL    | 23     | 4            |
| Brand#14 | ECONOMY POLISHED STEEL    | 36     | 4            |
| Brand#14 | ECONOMY POLISHED TIN      | 9      | 4            |
| Brand#14 | ECONOMY POLISHED TIN      | 14     | 4            |
| Brand#14 | ECONOMY POLISHED TIN      | 36     | 4            |
| Brand#14 | ECONOMY POLISHED TIN      | 45     | 4            |
| Brand#14 | LARGE ANODIZED BRASS      | 23     | 4            |
| Brand#14 | LARGE ANODIZED BRASS      | 36     | 4            |
| Brand#14 | LARGE ANODIZED BRASS      | 45     | 4            |
| Brand#14 | LARGE ANODIZED BRASS      | 49     | 4            |
| Brand#14 | LARGE ANODIZED COPPER     | 9      | 4            |
| Brand#14 | LARGE ANODIZED COPPER     | 36     | 4            |
| Brand#14 | LARGE ANODIZED NICKEL     | 3      | 4            |
| Brand#14 | LARGE ANODIZED NICKEL     | 19     | 4            |
| Brand#14 | LARGE ANODIZED STEEL      | 14     | 4            |
| Brand#14 | LARGE ANODIZED STEEL      | 23     | 4            |
| Brand#14 | LARGE ANODIZED STEEL      | 36     | 4            |
| Brand#14 | LARGE ANODIZED STEEL      | 49     | 4            |
| Brand#14 | LARGE ANODIZED TIN        | 3      | 4            |
| Brand#14 | LARGE ANODIZED TIN        | 36     | 4            |
| Brand#14 | LARGE ANODIZED TIN        | 45     | 4            |
| Brand#14 | LARGE ANODIZED TIN        | 49     | 4            |
| Brand#14 | LARGE BRUSHED BRASS       | 3      | 4            |
| Brand#14 | LARGE BRUSHED BRASS       | 19     | 4            |
| Brand#14 | LARGE BRUSHED BRASS       | 36     | 4            |
| Brand#14 | LARGE BRUSHED COPPER      | 3      | 4            |
| Brand#14 | LARGE BRUSHED COPPER      | 45     | 4            |
| Brand#14 | LARGE BRUSHED NICKEL      | 9      | 4            |
| Brand#14 | LARGE BRUSHED NICKEL      | 36     | 4            |
| Brand#14 | LARGE BRUSHED NICKEL      | 49     | 4            |
| Brand#14 | LARGE BRUSHED STEEL       | 14     | 4            |
| Brand#14 | LARGE BRUSHED STEEL       | 23     | 4            |
| Brand#14 | LARGE BRUSHED STEEL       | 49     | 4            |
| Brand#14 | LARGE BRUSHED TIN         | 19     | 4            |
| Brand#14 | LARGE BRUSHED TIN         | 23     | 4            |
| Brand#14 | LARGE BURNISHED BRASS     | 3      | 4            |
| Brand#14 | LARGE BURNISHED BRASS     | 19     | 4            |
| Brand#14 | LARGE BURNISHED BRASS     | 36     | 4            |
| Brand#14 | LARGE BURNISHED COPPER    | 3      | 4            |
| Brand#14 | LARGE BURNISHED COPPER    | 23     | 4            |
| Brand#14 | LARGE BURNISHED COPPER    | 36     | 4            |
| Brand#14 | LARGE BURNISHED COPPER    | 45     | 4            |
| Brand#14 | LARGE BURNISHED NICKEL    | 14     | 4            |
| Brand#14 | LARGE BURNISHED NICKEL    | 19     | 4            |
| Brand#14 | LARGE BURNISHED NICKEL    | 45     | 4            |
| Brand#14 | LARGE BURNISHED STEEL     | 49     | 4            |
| Brand#14 | LARGE BURNISHED TIN       | 3      | 4            |
| Brand#14 | LARGE BURNISHED TIN       | 14     | 4            |
| Brand#14 | LARGE BURNISHED TIN       | 36     | 4            |
| Brand#14 | LARGE BURNISHED TIN       | 49     | 4            |
| Brand#14 | LARGE PLATED BRASS        | 3      | 4            |
| Brand#14 | LARGE PLATED BRASS        | 9      | 4            |
| Brand#14 | LARGE PLATED COPPER       | 9      | 4            |
| Brand#14 | LARGE PLATED COPPER       | 14     | 4            |
| Brand#14 | LARGE PLATED COPPER       | 19     | 4            |
| Brand#14 | LARGE PLATED COPPER       | 45     | 4            |
| Brand#14 | LARGE PLATED NICKEL       | 3      | 4            |
| Brand#14 | LARGE PLATED NICKEL       | 9      | 4            |
| Brand#14 | LARGE PLATED NICKEL       | 14     | 4            |
| Brand#14 | LARGE PLATED STEEL        | 14     | 4            |
| Brand#14 | LARGE PLATED STEEL        | 19     | 4            |
| Brand#14 | LARGE PLATED TIN          | 3      | 4            |
| Brand#14 | LARGE PLATED TIN          | 9      | 4            |
| Brand#14 | LARGE PLATED TIN          | 19     | 4            |
| Brand#14 | LARGE PLATED TIN          | 23     | 4            |
| Brand#14 | LARGE PLATED TIN          | 45     | 4            |
| Brand#14 | LARGE PLATED TIN          | 49     | 4            |
| Brand#14 | LARGE POLISHED BRASS      | 49     | 4            |
| Brand#14 | LARGE POLISHED COPPER     | 3      | 4            |
| Brand#14 | LARGE POLISHED COPPER     | 14     | 4            |
| Brand#14 | LARGE POLISHED COPPER     | 19     | 4            |
| Brand#14 | LARGE POLISHED COPPER     | 36     | 4            |
| Brand#14 | LARGE POLISHED COPPER     | 49     | 4            |
| Brand#14 | LARGE POLISHED NICKEL     | 3      | 4            |
| Brand#14 | LARGE POLISHED NICKEL     | 19     | 4            |
| Brand#14 | LARGE POLISHED NICKEL     | 45     | 4            |
| Brand#14 | LARGE POLISHED NICKEL     | 49     | 4            |
| Brand#14 | LARGE POLISHED STEEL      | 9      | 4            |
| Brand#14 | LARGE POLISHED STEEL      | 14     | 4            |
| Brand#14 | LARGE POLISHED STEEL      | 36     | 4            |
| Brand#14 | LARGE POLISHED STEEL      | 49     | 4            |
| Brand#14 | LARGE POLISHED TIN        | 3      | 4            |
| Brand#14 | LARGE POLISHED TIN        | 19     | 4            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 9      | 4            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 23     | 4            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 36     | 4            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 45     | 4            |
| Brand#14 | MEDIUM ANODIZED BRASS     | 49     | 4            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 3      | 4            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 14     | 4            |
| Brand#14 | MEDIUM ANODIZED COPPER    | 23     | 4            |
| Brand#14 | MEDIUM ANODIZED NICKEL    | 23     | 4            |
| Brand#14 | MEDIUM ANODIZED NICKEL    | 49     | 4            |
| Brand#14 | MEDIUM ANODIZED STEEL     | 3      | 4            |
| Brand#14 | MEDIUM ANODIZED STEEL     | 14     | 4            |
| Brand#14 | MEDIUM ANODIZED STEEL     | 23     | 4            |
| Brand#14 | MEDIUM ANODIZED STEEL     | 45     | 4            |
| Brand#14 | MEDIUM ANODIZED STEEL     | 49     | 4            |
| Brand#14 | MEDIUM ANODIZED TIN       | 3      | 4            |
| Brand#14 | MEDIUM ANODIZED TIN       | 19     | 4            |
| Brand#14 | MEDIUM ANODIZED TIN       | 23     | 4            |
| Brand#14 | MEDIUM ANODIZED TIN       | 45     | 4            |
| Brand#14 | MEDIUM BRUSHED BRASS      | 3      | 4            |
| Brand#14 | MEDIUM BRUSHED BRASS      | 14     | 4            |
| Brand#14 | MEDIUM BRUSHED BRASS      | 36     | 4            |
| Brand#14 | MEDIUM BRUSHED BRASS      | 45     | 4            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 3      | 4            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 14     | 4            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 19     | 4            |
| Brand#14 | MEDIUM BRUSHED COPPER     | 49     | 4            |
| Brand#14 | MEDIUM BRUSHED NICKEL     | 3      | 4            |
| Brand#14 | MEDIUM BRUSHED NICKEL     | 19     | 4            |
| Brand#14 | MEDIUM BRUSHED NICKEL     | 23     | 4            |
| Brand#14 | MEDIUM BRUSHED STEEL      | 3      | 4            |
| Brand#14 | MEDIUM BRUSHED STEEL      | 14     | 4            |
| Brand#14 | MEDIUM BRUSHED STEEL      | 45     | 4            |
| Brand#14 | MEDIUM BRUSHED TIN        | 36     | 4            |
| Brand#14 | MEDIUM BRUSHED TIN        | 49     | 4            |
| Brand#14 | MEDIUM BURNISHED BRASS    | 9      | 4            |
| Brand#14 | MEDIUM BURNISHED BRASS    | 14     | 4            |
| Brand#14 | MEDIUM BURNISHED BRASS    | 45     | 4            |
| Brand#14 | MEDIUM BURNISHED COPPER   | 19     | 4            |
| Brand#14 | MEDIUM BURNISHED COPPER   | 23     | 4            |
| Brand#14 | MEDIUM BURNISHED COPPER   | 36     | 4            |
| Brand#14 | MEDIUM BURNISHED COPPER   | 49     | 4            |
| Brand#14 | MEDIUM BURNISHED NICKEL   | 45     | 4            |
| Brand#14 | MEDIUM BURNISHED STEEL    | 9      | 4            |
| Brand#14 | MEDIUM BURNISHED TIN      | 9      | 4            |
| Brand#14 | MEDIUM BURNISHED TIN      | 23     | 4            |
| Brand#14 | MEDIUM PLATED BRASS       | 14     | 4            |
| Brand#14 | MEDIUM PLATED COPPER      | 49     | 4            |
| Brand#14 | MEDIUM PLATED NICKEL      | 3      | 4            |
| Brand#14 | MEDIUM PLATED NICKEL      | 14     | 4            |
| Brand#14 | MEDIUM PLATED NICKEL      | 19     | 4            |
| Brand#14 | MEDIUM PLATED NICKEL      | 36     | 4            |
| Brand#14 | MEDIUM PLATED NICKEL      | 45     | 4            |
| Brand#14 | MEDIUM PLATED STEEL       | 3      | 4            |
| Brand#14 | MEDIUM PLATED STEEL       | 14     | 4            |
| Brand#14 | MEDIUM PLATED STEEL       | 23     | 4            |
| Brand#14 | PROMO ANODIZED BRASS      | 3      | 4            |
| Brand#14 | PROMO ANODIZED BRASS      | 9      | 4            |
| Brand#14 | PROMO ANODIZED BRASS      | 14     | 4            |
| Brand#14 | PROMO ANODIZED BRASS      | 49     | 4            |
| Brand#14 | PROMO ANODIZED COPPER     | 23     | 4            |
| Brand#14 | PROMO ANODIZED COPPER     | 49     | 4            |
| Brand#14 | PROMO ANODIZED NICKEL     | 3      | 4            |
| Brand#14 | PROMO ANODIZED NICKEL     | 23     | 4            |
| Brand#14 | PROMO ANODIZED STEEL      | 9      | 4            |
| Brand#14 | PROMO ANODIZED STEEL      | 49     | 4            |
| Brand#14 | PROMO ANODIZED TIN        | 3      | 4            |
