+------------+-------------+
| ps_partkey | value       |
      DataStreamSender (dst_id=19):(Total: 143.367us, non-child: 143.367us, % non-child: 100.00%)
         - BytesSent: 33.00 B (33)
         - NetworkThroughput(*): 295.92 KB/sec
         - OverallThroughput: 224.78 KB/sec
         - PeakMemoryUsage: 5.33 KB (5456)
         - SerializeBatchTime: 13.28us
         - ThriftTransmitTime(*): 108.901us
         - UncompressedRowBatchSize: 39.00 B (39)
      HDFS_SCAN_NODE (id=2):(Total: 8.403ms, non-child: 8.403ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 0.00 
         - BytesRead: 2.64 KB (2701)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 2.64 KB (2701)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 2.64 KB (2701)
         - DecompressionTime: 3.92us
         - MaxCompressedTextFileLength: 0
         - NumColumns: 2 (2)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 50.00 KB (51200)
         - PerReadThreadRawHdfsThroughput: 50.45 MB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 25 (25)
         - RowsReturned: 1 (1)
         - RowsReturnedRate: 118.00 /sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
         - ScannerThreadsTotalWallClockTime: 7.900ms
           - MaterializeTupleTime(*): 14.570us
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 0ns
         - ScannerThreadsVoluntaryContextSwitches: 4 (4)
         - TotalRawHdfsReadTime(*): 51.57us
         - TotalReadThroughput: 0.00 /sec
    Averaged Fragment F05:(Total: 21.244ms, non-child: 224.299us, % non-child: 1.06%)
      split sizes:  min: 888.89 KB, max: 888.89 KB, avg: 888.89 KB, stddev: 0
      completion times: min:139.857ms  max:139.857ms  mean: 139.857152.857.152000ms  stddev:0.000000ns
      execution rates: min:6.21 MB/sec  max:6.21 MB/sec  mean:6.21 MB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 0.00 
       - PeakMemoryUsage: 585.63 KB (599688)
       - PerHostPeakMemUsage: 585.63 KB (599688)
       - PrepareTime: 44.95us
       - RowsProduced: 10.00K (10000)
       - TotalCpuTime: 26.56ms
       - TotalNetworkReceiveTime: 0ns
       - TotalNetworkSendTime: 958.118us
       - TotalStorageWaitTime: 13.971ms
      BlockMgr:
         - BlockWritesOutstanding: 0 (0)
         - BlocksCreated: 0 (0)
         - BlocksRecycled: 0 (0)
         - BufferedPins: 0 (0)
         - BytesWritten: 0
         - MaxBlockSize: 8.00 MB (8388608)
         - MemoryLimit: 7.54 GB (8090678784)
         - PeakMemoryUsage: 0
         - TotalBufferWaitTime: 0ns
         - TotalEncryptionTime: 0ns
         - TotalIntegrityCheckTime: 0ns
         - TotalReadBlockTime: 0ns
      DataStreamSender (dst_id=18):(Total: 1.357ms, non-child: 1.357ms, % non-child: 100.00%)
         - BytesSent: 111.06 KB (113722)
         - NetworkThroughput(*): 106.97 MB/sec
         - OverallThroughput: 79.90 MB/sec
         - PeakMemoryUsage: 8.00 KB (8192)
         - SerializeBatchTime: 461.883us
         - ThriftTransmitTime(*): 1.13ms
         - UncompressedRowBatchSize: 195.35 KB (200040)
      HDFS_SCAN_NODE (id=1):(Total: 19.662ms, non-child: 19.662ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 0.00 
         - BytesRead: 162.54 KB (166444)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 162.54 KB (166444)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 162.54 KB (166444)
         - DecompressionTime: 13.342us
         - MaxCompressedTextFileLength: 0
         - NumColumns: 2 (2)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 569.63 KB (583304)
         - PerReadThreadRawHdfsThroughput: 1.97 GB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 10.00K (10000)
         - RowsReturned: 10.00K (10000)
         - RowsReturnedRate: 508.58 K/sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
         - ScannerThreadsTotalWallClockTime: 19.427ms
           - MaterializeTupleTime(*): 508.683us
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 0ns
         - ScannerThreadsVoluntaryContextSwitches: 4 (4)
         - TotalRawHdfsReadTime(*): 78.637us
         - TotalReadThroughput: 0.00 /sec
    Averaged Fragment F00:(Total: 228.921ms, non-child: 0ns, % non-child: 0.00%)
      split sizes:  min: 41.57 MB, max: 41.57 MB, avg: 41.57 MB, stddev: 0
      completion times: min:437.986ms  max:437.986ms  mean: 437.986948.986.948000ms  stddev:0.000000ns
      execution rates: min:94.91 MB/sec  max:94.91 MB/sec  mean:94.91 MB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 1.50 
       - PeakMemoryUsage: 13.16 MB (13799456)
       - PerHostPeakMemUsage: 24.27 MB (25443736)
       - PrepareTime: 137.87ms
       - RowsProduced: 1 (1)
       - TotalCpuTime: 656.362ms
       - TotalNetworkReceiveTime: 11.193us
       - TotalNetworkSendTime: 169.171us
       - TotalStorageWaitTime: 9.231ms
      CodeGen:(Total: 477.706ms, non-child: 477.706ms, % non-child: 100.00%)
         - CodegenTime: 591.551us
         - CompileTime: 29.449ms
         - LoadTime: 41.644us
         - ModuleFileSize: 2.41 MB (2525272)
         - OptimizationTime: 316.126ms
         - PrepareTime: 131.241ms
      DataStreamSender (dst_id=16):(Total: 29.15us, non-child: 29.15us, % non-child: 100.00%)
         - BytesSent: 30.00 B (30)
         - NetworkThroughput(*): 242.31 KB/sec
         - OverallThroughput: 1009.71 KB/sec
         - PeakMemoryUsage: 5.33 KB (5456)
         - SerializeBatchTime: 4.751us
         - ThriftTransmitTime(*): 120.904us
         - UncompressedRowBatchSize: 32.00 B (32)
      AGGREGATION_NODE (id=11):(Total: 228.528ms, non-child: 136.227ms, % non-child: 59.61%)
         - BuildTime: 5.489ms
         - GetResultsTime: 0ns
         - HashBuckets: 0 (0)
         - LargestPartitionPercent: 0 (0)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 0 (0)
         - PeakMemoryUsage: 2.31 MB (2421760)
         - RowsRepartitioned: 0 (0)
         - RowsReturned: 1 (1)
         - RowsReturnedRate: 4.00 /sec
         - SpilledPartitions: 0 (0)
      HASH_JOIN_NODE (id=10):(Total: 92.301ms, non-child: 21.563ms, % non-child: 23.36%)
         - BuildPartitionTime: 2.478us
         - BuildRows: 1 (1)
         - BuildRowsPartitioned: 1 (1)
         - BuildTime: 2.876us
         - GetNewBlockTime: 27.942us
         - HashBuckets: 2 (2)
         - LargestPartitionPercent: 100 (100)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 2.03 MB (2125824)
         - PinTime: 0ns
         - ProbeRows: 800.00K (800000)
         - ProbeRowsPartitioned: 0 (0)
         - ProbeTime: 16.291ms
         - RowsReturned: 31.68K (31680)
         - RowsReturnedRate: 343.22 K/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 433ns
        EXCHANGE_NODE (id=15):(Total: 7.287us, non-child: 7.287us, % non-child: 100.00%)
           - BytesReceived: 33.00 B (33)
           - ConvertRowBatchTime: 1.176us
           - DeserializeRowBatchTimer: 6.459us
           - FirstBatchArrivalWaitTime: 0ns
           - PeakMemoryUsage: 0
           - RowsReturned: 1 (1)
           - RowsReturnedRate: 137.23 K/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
      HASH_JOIN_NODE (id=9):(Total: 70.731ms, non-child: 59.120ms, % non-child: 83.59%)
         - BuildPartitionTime: 315.644us
         - BuildRows: 10.00K (10000)
         - BuildRowsPartitioned: 10.00K (10000)
         - BuildTime: 777.952us
         - GetNewBlockTime: 14.282us
         - HashBuckets: 32.77K (32768)
         - LargestPartitionPercent: 6 (6)
         - MaxPartitionLevel: 0 (0)
         - NumRepartitions: 0 (0)
         - PartitionsCreated: 16 (16)
         - PeakMemoryUsage: 3.27 MB (3432448)
         - PinTime: 0ns
         - ProbeRows: 800.00K (800000)
         - ProbeRowsPartitioned: 0 (0)
         - ProbeTime: 54.446ms
         - RowsReturned: 800.00K (800000)
         - RowsReturnedRate: 11.31 M/sec
         - SpilledPartitions: 0 (0)
         - UnpinTime: 346ns
        EXCHANGE_NODE (id=14):(Total: 206.796us, non-child: 206.796us, % non-child: 100.00%)
           - BytesReceived: 111.27 KB (113941)
           - ConvertRowBatchTime: 180.940us
           - DeserializeRowBatchTimer: 226.73us
           - FirstBatchArrivalWaitTime: 0ns
           - PeakMemoryUsage: 0
           - RowsReturned: 10.00K (10000)
           - RowsReturnedRate: 48.36 M/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
      HDFS_SCAN_NODE (id=6):(Total: 11.403ms, non-child: 11.403ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 1.00 
         - BytesRead: 6.45 MB (6765324)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 6.45 MB (6765324)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 6.45 MB (6765324)
         - DecompressionTime: 7.422ms
         - MaxCompressedTextFileLength: 0
         - NumColumns: 3 (3)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 9.16 MB (9603736)
         - PerReadThreadRawHdfsThroughput: 2.67 GB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 800.00K (800000)
         - RowsReturned: 800.00K (800000)
         - RowsReturnedRate: 70.15 M/sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 8 (8)
         - ScannerThreadsTotalWallClockTime: 88.902ms
           - MaterializeTupleTime(*): 70.777ms
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 78.0ms
         - ScannerThreadsVoluntaryContextSwitches: 10 (10)
         - TotalRawHdfsReadTime(*): 2.359ms
         - TotalReadThroughput: 12.90 MB/sec
    Averaged Fragment F02:(Total: 6.261ms, non-child: 259.17us, % non-child: 4.14%)
      split sizes:  min: 2.17 KB, max: 2.17 KB, avg: 2.17 KB, stddev: 0
      completion times: min:6.835ms  max:6.835ms  mean: 6.835984.835.984000ms  stddev:0.000000ns
      execution rates: min:318.00 KB/sec  max:318.00 KB/sec  mean:318.00 KB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 0.00 
       - PeakMemoryUsage: 63.33 KB (64848)
       - PerHostPeakMemUsage: 63.33 KB (64848)
       - PrepareTime: 52.66us
       - RowsProduced: 1 (1)
       - TotalCpuTime: 6.925ms
       - TotalNetworkReceiveTime: 0ns
       - TotalNetworkSendTime: 427.507us
       - TotalStorageWaitTime: 5.291ms
      DataStreamSender (dst_id=15):(Total: 29.438us, non-child: 29.438us, % non-child: 100.00%)
         - BytesSent: 33.00 B (33)
         - NetworkThroughput(*): 301.93 KB/sec
         - OverallThroughput: 1.07 MB/sec
         - PeakMemoryUsage: 5.33 KB (5456)
         - SerializeBatchTime: 14.463us
         - ThriftTransmitTime(*): 106.735us
         - UncompressedRowBatchSize: 39.00 B (39)
      HDFS_SCAN_NODE (id=8):(Total: 5.973ms, non-child: 5.973ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 0.00 
         - BytesRead: 2.64 KB (2701)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 2.64 KB (2701)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 2.64 KB (2701)
         - DecompressionTime: 2.974us
         - MaxCompressedTextFileLength: 0
         - NumColumns: 2 (2)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 50.00 KB (51200)
         - PerReadThreadRawHdfsThroughput: 56.30 MB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 25 (25)
         - RowsReturned: 1 (1)
         - RowsReturnedRate: 167.00 /sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
         - ScannerThreadsTotalWallClockTime: 5.755ms
           - MaterializeTupleTime(*): 15.601us
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 0ns
         - ScannerThreadsVoluntaryContextSwitches: 9 (9)
         - TotalRawHdfsReadTime(*): 45.749us
         - TotalReadThroughput: 0.00 /sec
    Averaged Fragment F01:(Total: 15.188ms, non-child: 551.760us, % non-child: 3.63%)
      split sizes:  min: 888.89 KB, max: 888.89 KB, avg: 888.89 KB, stddev: 0
      completion times: min:15.191ms  max:15.191ms  mean: 15.191468.191.468000ms  stddev:0.000000ns
      execution rates: min:57.14 MB/sec  max:57.14 MB/sec  mean:57.14 MB/sec  stddev:0.00 /sec
      num instances: 1
       - AverageThreadTokens: 0.00 
       - PeakMemoryUsage: 417.63 KB (427656)
       - PerHostPeakMemUsage: 585.63 KB (599688)
       - PrepareTime: 33.357us
       - RowsProduced: 10.00K (10000)
       - TotalCpuTime: 23.285ms
       - TotalNetworkReceiveTime: 0ns
       - TotalNetworkSendTime: 712.690us
       - TotalStorageWaitTime: 5.552ms
      DataStreamSender (dst_id=14):(Total: 1.123ms, non-child: 1.123ms, % non-child: 100.00%)
         - BytesSent: 111.27 KB (113941)
         - NetworkThroughput(*): 92.13 MB/sec
         - OverallThroughput: 96.76 MB/sec
         - PeakMemoryUsage: 8.00 KB (8192)
         - SerializeBatchTime: 474.489us
         - ThriftTransmitTime(*): 1.179ms
         - UncompressedRowBatchSize: 195.35 KB (200040)
      HDFS_SCAN_NODE (id=7):(Total: 13.514ms, non-child: 13.514ms, % non-child: 100.00%)
         - AverageHdfsReadThreadConcurrency: 0.00 
         - AverageScannerThreadConcurrency: 0.00 
         - BytesRead: 162.54 KB (166444)
         - BytesReadDataNodeCache: 0
         - BytesReadLocal: 162.54 KB (166444)
         - BytesReadRemoteUnexpected: 0
         - BytesReadShortCircuit: 162.54 KB (166444)
         - DecompressionTime: 7.670us
         - MaxCompressedTextFileLength: 0
         - NumColumns: 2 (2)
         - NumDisksAccessed: 1 (1)
         - NumScannerThreadsStarted: 1 (1)
         - PeakMemoryUsage: 401.63 KB (411272)
         - PerReadThreadRawHdfsThroughput: 1.87 GB/sec
         - RemoteScanRanges: 0 (0)
         - RowsRead: 10.00K (10000)
         - RowsReturned: 10.00K (10000)
         - RowsReturnedRate: 739.96 K/sec
         - ScanRangesComplete: 1 (1)
         - ScannerThreadsInvoluntaryContextSwitches: 20 (20)
         - ScannerThreadsTotalWallClockTime: 13.939ms
           - MaterializeTupleTime(*): 5.396ms
           - ScannerThreadsSysTime: 0ns
           - ScannerThreadsUserTime: 1.0ms
         - ScannerThreadsVoluntaryContextSwitches: 8 (8)
         - TotalRawHdfsReadTime(*): 82.875us
         - TotalReadThroughput: 0.00 /sec
    Fragment F07:
      Instance 5c41375904f5716e:6575b782a90c579e (host=40dfc5751fde:22000):(Total: 590.889ms, non-child: 0ns, % non-child: 0.00%)
        MemoryUsage(500.0ms): 3.14 MB
        ThreadUsage(500.0ms): 1
         - AverageThreadTokens: 1.00 
         - PeakMemoryUsage: 3.40 MB (3568520)
         - PerHostPeakMemUsage: 24.27 MB (25443736)
         - PrepareTime: 126.81ms
         - RowsProduced: 29.82K (29818)
         - TotalCpuTime: 302.598ms
         - TotalNetworkReceiveTime: 455.495ms
         - TotalNetworkSendTime: 1.331ms
         - TotalStorageWaitTime: 0ns
        CodeGen:(Total: 292.86ms, non-child: 292.86ms, % non-child: 100.00%)
           - CodegenTime: 1.464ms
           - CompileTime: 6.564ms
           - LoadTime: 37.59us
           - ModuleFileSize: 2.41 MB (2525272)
           - OptimizationTime: 160.996ms
           - PrepareTime: 123.703ms
        DataStreamSender (dst_id=22):(Total: 3.768ms, non-child: 3.768ms, % non-child: 100.00%)
           - BytesSent: 470.57 KB (481868)
           - NetworkThroughput(*): 129.51 MB/sec
           - OverallThroughput: 121.94 MB/sec
           - PeakMemoryUsage: 4.00 KB (4096)
           - SerializeBatchTime: 2.276ms
           - ThriftTransmitTime(*): 3.548ms
           - UncompressedRowBatchSize: 1.02 MB (1073576)
        AGGREGATION_NODE (id=21):(Total: 586.854ms, non-child: 130.777ms, % non-child: 22.28%)
          ExecOption: Codegen Enabled
           - BuildTime: 2.974ms
           - GetNewBlockTime: 55.403us
           - GetResultsTime: 1.414ms
           - HashBuckets: 32.77K (32768)
           - LargestPartitionPercent: 6 (6)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 3.33 MB (3488864)
           - PinTime: 0ns
           - RowsRepartitioned: 0 (0)
           - RowsReturned: 29.82K (29818)
           - RowsReturnedRate: 50.81 K/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 478ns
        EXCHANGE_NODE (id=20):(Total: 456.77ms, non-child: 685.145us, % non-child: 0.15%)
          BytesReceived(500.0ms): 0
           - BytesReceived: 470.64 KB (481936)
           - ConvertRowBatchTime: 536.875us
           - DeserializeRowBatchTimer: 695.301us
           - FirstBatchArrivalWaitTime: 454.363ms
           - PeakMemoryUsage: 0
           - RowsReturned: 29.82K (29818)
           - RowsReturnedRate: 65.38 K/sec
           - SendersBlockedTimer: 0ns
           - SendersBlockedTotalTimer(*): 0ns
    Fragment F04:
      Instance 5c41375904f5716e:6575b782a90c579f (host=40dfc5751fde:22000):(Total: 255.799ms, non-child: 0ns, % non-child: 0.00%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/41.57 MB 
        MemoryUsage(500.0ms): 3.39 MB
        ThreadUsage(500.0ms): 1
         - AverageThreadTokens: 1.00 
         - PeakMemoryUsage: 19.32 MB (20256344)
         - PerHostPeakMemUsage: 24.27 MB (25443736)
         - PrepareTime: 134.397ms
         - RowsProduced: 29.82K (29818)
         - TotalCpuTime: 728.404ms
         - TotalNetworkReceiveTime: 13.553us
         - TotalNetworkSendTime: 832.896us
         - TotalStorageWaitTime: 12.656ms
        CodeGen:(Total: 497.400ms, non-child: 497.400ms, % non-child: 100.00%)
           - CodegenTime: 2.205ms
           - CompileTime: 35.432ms
           - LoadTime: 36.263us
           - ModuleFileSize: 2.41 MB (2525272)
           - OptimizationTime: 334.469ms
           - PrepareTime: 126.655ms
        DataStreamSender (dst_id=20):(Total: 3.119ms, non-child: 3.119ms, % non-child: 100.00%)
           - BytesSent: 470.64 KB (481936)
           - NetworkThroughput(*): 146.26 MB/sec
           - OverallThroughput: 147.36 MB/sec
           - PeakMemoryUsage: 4.00 KB (4096)
           - SerializeBatchTime: 2.286ms
           - ThriftTransmitTime(*): 3.142ms
           - UncompressedRowBatchSize: 1.02 MB (1073576)
        AGGREGATION_NODE (id=5):(Total: 252.269ms, non-child: 141.802ms, % non-child: 56.21%)
          ExecOption: Codegen Enabled
           - BuildTime: 12.522ms
           - GetNewBlockTime: 57.636us
           - GetResultsTime: 1.333ms
           - HashBuckets: 32.77K (32768)
           - LargestPartitionPercent: 6 (6)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 6.40 MB (6708904)
           - PinTime: 0ns
           - RowsRepartitioned: 0 (0)
           - RowsReturned: 29.82K (29818)
           - RowsReturnedRate: 118.20 K/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 538ns
        HASH_JOIN_NODE (id=4):(Total: 110.466ms, non-child: 23.550ms, % non-child: 21.32%)
          ExecOption: Build Side Codegen Enabled, Probe Side Codegen Enabled, Join Build-Side Prepared Asynchronously, Build-Side Filter Pushed Down
           - BuildPartitionTime: 2.831us
           - BuildRows: 1 (1)
           - BuildRowsPartitioned: 1 (1)
           - BuildTime: 3.422us
           - GetNewBlockTime: 188.22us
           - HashBuckets: 2 (2)
           - LargestPartitionPercent: 100 (100)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 2.03 MB (2125824)
           - PinTime: 0ns
           - ProbeRows: 800.00K (800000)
           - ProbeRowsPartitioned: 0 (0)
           - ProbeTime: 17.566ms
           - RowsReturned: 31.68K (31680)
           - RowsReturnedRate: 286.78 K/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 460ns
          EXCHANGE_NODE (id=19):(Total: 8.672us, non-child: 8.672us, % non-child: 100.00%)
            BytesReceived(500.0ms): 33.00 B
             - BytesReceived: 33.00 B (33)
             - ConvertRowBatchTime: 1.378us
             - DeserializeRowBatchTimer: 6.490us
             - FirstBatchArrivalWaitTime: 0ns
             - PeakMemoryUsage: 0
             - RowsReturned: 1 (1)
             - RowsReturnedRate: 115.31 K/sec
             - SendersBlockedTimer: 0ns
             - SendersBlockedTotalTimer(*): 0ns
        HASH_JOIN_NODE (id=3):(Total: 87.264ms, non-child: 65.124ms, % non-child: 74.63%)
          ExecOption: Build Side Codegen Enabled, Probe Side Codegen Enabled, Join Build-Side Prepared Asynchronously, Build-Side Filter Pushed Down
           - BuildPartitionTime: 347.978us
           - BuildRows: 10.00K (10000)
           - BuildRowsPartitioned: 10.00K (10000)
           - BuildTime: 748.452us
           - GetNewBlockTime: 181.151us
           - HashBuckets: 32.77K (32768)
           - LargestPartitionPercent: 6 (6)
           - MaxPartitionLevel: 0 (0)
           - NumRepartitions: 0 (0)
           - PartitionsCreated: 16 (16)
           - PeakMemoryUsage: 3.30 MB (3464824)
           - PinTime: 0ns
           - ProbeRows: 800.00K (800000)
           - ProbeRowsPartitioned: 0 (0)
           - ProbeTime: 58.506ms
           - RowsReturned: 800.00K (800000)
           - RowsReturnedRate: 9.17 M/sec
           - SpilledPartitions: 0 (0)
           - UnpinTime: 424ns
          EXCHANGE_NODE (id=18):(Total: 209.51us, non-child: 209.51us, % non-child: 100.00%)
            BytesReceived(500.0ms): 111.06 KB
             - BytesReceived: 111.06 KB (113722)
             - ConvertRowBatchTime: 182.706us
             - DeserializeRowBatchTimer: 196.672us
             - FirstBatchArrivalWaitTime: 0ns
             - PeakMemoryUsage: 0
             - RowsReturned: 10.00K (10000)
             - RowsReturnedRate: 47.84 M/sec
             - SendersBlockedTimer: 0ns
             - SendersBlockedTotalTimer(*): 0ns
        HDFS_SCAN_NODE (id=0):(Total: 23.701ms, non-child: 23.701ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/41.57 MB 
          Hdfs Read Thread Concurrency Bucket: 0:0% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:4 
          ExecOption: Codegen enabled: 0 out of 1
          BytesRead(500.0ms): 0
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 0.00 
           - BytesRead: 7.90 MB (8279966)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 7.90 MB (8279966)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 7.90 MB (8279966)
           - DecompressionTime: 10.406ms
           - MaxCompressedTextFileLength: 0
           - NumColumns: 4 (4)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 11.57 MB (12133920)
           - PerReadThreadRawHdfsThroughput: 2.90 GB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 800.00K (800000)
           - RowsReturned: 800.00K (800000)
           - RowsReturnedRate: 33.75 M/sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 22 (22)
           - ScannerThreadsTotalWallClockTime: 113.683ms
             - MaterializeTupleTime(*): 88.124ms
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 100.0ms
           - ScannerThreadsVoluntaryContextSwitches: 14 (14)
           - TotalRawHdfsReadTime(*): 2.654ms
           - TotalReadThroughput: 0.00 /sec
    Fragment F06:
      Instance 5c41375904f5716e:6575b782a90c57a0 (host=40dfc5751fde:22002):(Total: 8.809ms, non-child: 262.671us, % non-child: 2.98%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/2.17 KB 
         - AverageThreadTokens: 0.00 
         - PeakMemoryUsage: 63.33 KB (64848)
         - PerHostPeakMemUsage: 63.33 KB (64848)
         - PrepareTime: 57.152us
         - RowsProduced: 1 (1)
         - TotalCpuTime: 9.306ms
         - TotalNetworkReceiveTime: 0ns
         - TotalNetworkSendTime: 187ns
         - TotalStorageWaitTime: 7.684ms
        BlockMgr:
           - BlockWritesOutstanding: 0 (0)
           - BlocksCreated: 0 (0)
           - BlocksRecycled: 0 (0)
           - BufferedPins: 0 (0)
           - BytesWritten: 0
           - MaxBlockSize: 8.00 MB (8388608)
           - MemoryLimit: 7.54 GB (8090678784)
           - PeakMemoryUsage: 0
           - TotalBufferWaitTime: 0ns
           - TotalEncryptionTime: 0ns
           - TotalIntegrityCheckTime: 0ns
           - TotalReadBlockTime: 0ns
        DataStreamSender (dst_id=19):(Total: 143.367us, non-child: 143.367us, % non-child: 100.00%)
           - BytesSent: 33.00 B (33)
           - NetworkThroughput(*): 295.92 KB/sec
           - OverallThroughput: 224.78 KB/sec
           - PeakMemoryUsage: 5.33 KB (5456)
           - SerializeBatchTime: 13.28us
           - ThriftTransmitTime(*): 108.901us
           - UncompressedRowBatchSize: 39.00 B (39)
        HDFS_SCAN_NODE (id=2):(Total: 8.403ms, non-child: 8.403ms, % non-child: 100.00%)
          Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/2.17 KB 
          Hdfs Read Thread Concurrency Bucket: 0:0% 1:0% 2:0% 3:0% 
          File Formats: PARQUET/SNAPPY:2 
          ExecOption: Codegen enabled: 0 out of 1
           - AverageHdfsReadThreadConcurrency: 0.00 
           - AverageScannerThreadConcurrency: 0.00 
           - BytesRead: 2.64 KB (2701)
           - BytesReadDataNodeCache: 0
           - BytesReadLocal: 2.64 KB (2701)
           - BytesReadRemoteUnexpected: 0
           - BytesReadShortCircuit: 2.64 KB (2701)
           - DecompressionTime: 3.92us
           - MaxCompressedTextFileLength: 0
           - NumColumns: 2 (2)
           - NumDisksAccessed: 1 (1)
           - NumScannerThreadsStarted: 1 (1)
           - PeakMemoryUsage: 50.00 KB (51200)
           - PerReadThreadRawHdfsThroughput: 50.45 MB/sec
           - RemoteScanRanges: 0 (0)
           - RowsRead: 25 (25)
           - RowsReturned: 1 (1)
           - RowsReturnedRate: 118.00 /sec
           - ScanRangesComplete: 1 (1)
           - ScannerThreadsInvoluntaryContextSwitches: 0 (0)
           - ScannerThreadsTotalWallClockTime: 7.900ms
             - MaterializeTupleTime(*): 14.570us
             - ScannerThreadsSysTime: 0ns
             - ScannerThreadsUserTime: 0ns
           - ScannerThreadsVoluntaryContextSwitches: 4 (4)
           - TotalRawHdfsReadTime(*): 51.57us
           - TotalReadThroughput: 0.00 /sec
    Fragment F05:
      Instance 5c41375904f5716e:6575b782a90c57a1 (host=40dfc5751fde:22001):(Total: 21.244ms, non-child: 224.299us, % non-child: 1.06%)
        Hdfs split stats (<volume id>:<# splits>/<split lengths>): 0:1/888.89 KB 
         - AverageThreadTokens: 0.00 
         - PeakMemoryUsage: 585.63 KB (599688)
         - PerHostPeakMemUsage: 585.63 KB (599688)
         - PrepareTime: 44.95us
         - RowsProduced: 10.00K (10000)
