+----------+---------------------------+--------+--------------+
| p_brand  | p_type                    | p_size | supplier_cnt |
| Brand#54 | SMALL BURNISHED BRASS     | 9      | 8            |
| Brand#54 | SMALL BURNISHED BRASS     | 14     | 8            |
| Brand#54 | SMALL BURNISHED COPPER    | 3      | 8            |
| Brand#54 | SMALL BURNISHED COPPER    | 14     | 8            |
| Brand#54 | SMALL BURNISHED STEEL     | 9      | 8            |
| Brand#54 | SMALL BURNISHED TIN       | 23     | 8            |
| Brand#54 | SMALL BURNISHED TIN       | 49     | 8            |
| Brand#54 | SMALL PLATED COPPER       | 14     | 8            |
| Brand#54 | SMALL PLATED COPPER       | 23     | 8            |
| Brand#54 | SMALL PLATED COPPER       | 45     | 8            |
| Brand#54 | SMALL PLATED NICKEL       | 14     | 8            |
| Brand#54 | SMALL PLATED STEEL        | 49     | 8            |
| Brand#54 | SMALL PLATED TIN          | 14     | 8            |
| Brand#54 | SMALL PLATED TIN          | 23     | 8            |
| Brand#54 | SMALL PLATED TIN          | 36     | 8            |
| Brand#54 | SMALL POLISHED BRASS      | 9      | 8            |
| Brand#54 | SMALL POLISHED BRASS      | 36     | 8            |
| Brand#54 | SMALL POLISHED COPPER     | 3      | 8            |
| Brand#54 | SMALL POLISHED COPPER     | 49     | 8            |
| Brand#54 | SMALL POLISHED NICKEL     | 3      | 8            |
| Brand#54 | SMALL POLISHED NICKEL     | 14     | 8            |
| Brand#54 | SMALL POLISHED NICKEL     | 23     | 8            |
| Brand#54 | SMALL POLISHED STEEL      | 3      | 8            |
| Brand#54 | SMALL POLISHED STEEL      | 23     | 8            |
| Brand#54 | SMALL POLISHED TIN        | 45     | 8            |
| Brand#54 | STANDARD ANODIZED BRASS   | 9      | 8            |
| Brand#54 | STANDARD ANODIZED BRASS   | 45     | 8            |
| Brand#54 | STANDARD ANODIZED COPPER  | 9      | 8            |
| Brand#54 | STANDARD ANODIZED COPPER  | 23     | 8            |
| Brand#54 | STANDARD ANODIZED STEEL   | 3      | 8            |
| Brand#54 | STANDARD ANODIZED STEEL   | 14     | 8            |
| Brand#54 | STANDARD ANODIZED STEEL   | 23     | 8            |
| Brand#54 | STANDARD ANODIZED TIN     | 45     | 8            |
| Brand#54 | STANDARD BRUSHED BRASS    | 36     | 8            |
| Brand#54 | STANDARD BRUSHED COPPER   | 36     | 8            |
| Brand#54 | STANDARD BRUSHED NICKEL   | 14     | 8            |
| Brand#54 | STANDARD BRUSHED NICKEL   | 49     | 8            |
| Brand#54 | STANDARD BRUSHED STEEL    | 9      | 8            |
| Brand#54 | STANDARD BRUSHED STEEL    | 36     | 8            |
| Brand#54 | STANDARD BRUSHED TIN      | 19     | 8            |
| Brand#54 | STANDARD BRUSHED TIN      | 23     | 8            |
| Brand#54 | STANDARD BRUSHED TIN      | 49     | 8            |
| Brand#54 | STANDARD BURNISHED BRASS  | 45     | 8            |
| Brand#54 | STANDARD BURNISHED COPPER | 9      | 8            |
| Brand#54 | STANDARD BURNISHED COPPER | 19     | 8            |
| Brand#54 | STANDARD BURNISHED NICKEL | 23     | 8            |
| Brand#54 | STANDARD BURNISHED STEEL  | 14     | 8            |
| Brand#54 | STANDARD PLATED BRASS     | 3      | 8            |
| Brand#54 | STANDARD PLATED BRASS     | 23     | 8            |
| Brand#54 | STANDARD PLATED COPPER    | 36     | 8            |
| Brand#54 | STANDARD PLATED NICKEL    | 36     | 8            |
| Brand#54 | STANDARD PLATED STEEL     | 45     | 8            |
| Brand#54 | STANDARD PLATED TIN       | 49     | 8            |
| Brand#54 | STANDARD POLISHED BRASS   | 49     | 8            |
| Brand#54 | STANDARD POLISHED COPPER  | 19     | 8            |
| Brand#54 | STANDARD POLISHED COPPER  | 23     | 8            |
| Brand#54 | STANDARD POLISHED NICKEL  | 36     | 8            |
| Brand#54 | STANDARD POLISHED STEEL   | 19     | 8            |
| Brand#54 | STANDARD POLISHED TIN     | 9      | 8            |
| Brand#54 | STANDARD POLISHED TIN     | 14     | 8            |
| Brand#55 | ECONOMY ANODIZED COPPER   | 23     | 8            |
| Brand#55 | ECONOMY ANODIZED NICKEL   | 9      | 8            |
| Brand#55 | ECONOMY ANODIZED NICKEL   | 14     | 8            |
| Brand#55 | ECONOMY ANODIZED NICKEL   | 45     | 8            |
| Brand#55 | ECONOMY ANODIZED STEEL    | 9      | 8            |
| Brand#55 | ECONOMY ANODIZED STEEL    | 49     | 8            |
| Brand#55 | ECONOMY ANODIZED TIN      | 9      | 8            |
| Brand#55 | ECONOMY ANODIZED TIN      | 14     | 8            |
| Brand#55 | ECONOMY ANODIZED TIN      | 19     | 8            |
| Brand#55 | ECONOMY ANODIZED TIN      | 23     | 8            |
| Brand#55 | ECONOMY ANODIZED TIN      | 36     | 8            |
| Brand#55 | ECONOMY BRUSHED COPPER    | 23     | 8            |
| Brand#55 | ECONOMY BRUSHED STEEL     | 49     | 8            |
| Brand#55 | ECONOMY BRUSHED TIN       | 3      | 8            |
| Brand#55 | ECONOMY BRUSHED TIN       | 23     | 8            |
| Brand#55 | ECONOMY BURNISHED BRASS   | 3      | 8            |
| Brand#55 | ECONOMY BURNISHED BRASS   | 14     | 8            |
| Brand#55 | ECONOMY BURNISHED COPPER  | 23     | 8            |
| Brand#55 | ECONOMY BURNISHED NICKEL  | 19     | 8            |
| Brand#55 | ECONOMY BURNISHED NICKEL  | 49     | 8            |
| Brand#55 | ECONOMY BURNISHED STEEL   | 9      | 8            |
| Brand#55 | ECONOMY BURNISHED STEEL   | 19     | 8            |
| Brand#55 | ECONOMY BURNISHED STEEL   | 49     | 8            |
| Brand#55 | ECONOMY BURNISHED TIN     | 45     | 8            |
| Brand#55 | ECONOMY PLATED BRASS      | 45     | 8            |
| Brand#55 | ECONOMY PLATED COPPER     | 49     | 8            |
| Brand#55 | ECONOMY PLATED NICKEL     | 19     | 8            |
| Brand#55 | ECONOMY PLATED NICKEL     | 36     | 8            |
| Brand#55 | ECONOMY PLATED TIN        | 23     | 8            |
| Brand#55 | ECONOMY POLISHED BRASS    | 19     | 8            |
| Brand#55 | ECONOMY POLISHED BRASS    | 23     | 8            |
| Brand#55 | ECONOMY POLISHED COPPER   | 23     | 8            |
| Brand#55 | ECONOMY POLISHED COPPER   | 45     | 8            |
| Brand#55 | ECONOMY POLISHED NICKEL   | 9      | 8            |
| Brand#55 | ECONOMY POLISHED NICKEL   | 14     | 8            |
| Brand#55 | ECONOMY POLISHED NICKEL   | 19     | 8            |
| Brand#55 | ECONOMY POLISHED NICKEL   | 45     | 8            |
| Brand#55 | ECONOMY POLISHED TIN      | 9      | 8            |
| Brand#55 | LARGE ANODIZED BRASS      | 36     | 8            |
| Brand#55 | LARGE ANODIZED COPPER     | 9      | 8            |
| Brand#55 | LARGE ANODIZED COPPER     | 36     | 8            |
| Brand#55 | LARGE ANODIZED COPPER     | 45     | 8            |
| Brand#55 | LARGE ANODIZED NICKEL     | 36     | 8            |
| Brand#55 | LARGE ANODIZED STEEL      | 9      | 8            |
| Brand#55 | LARGE ANODIZED TIN        | 14     | 8            |
| Brand#55 | LARGE BRUSHED COPPER      | 9      | 8            |
| Brand#55 | LARGE BRUSHED COPPER      | 19     | 8            |
| Brand#55 | LARGE BRUSHED NICKEL      | 14     | 8            |
| Brand#55 | LARGE BRUSHED TIN         | 9      | 8            |
| Brand#55 | LARGE BURNISHED BRASS     | 3      | 8            |
| Brand#55 | LARGE BURNISHED BRASS     | 49     | 8            |
| Brand#55 | LARGE BURNISHED COPPER    | 36     | 8            |
| Brand#55 | LARGE BURNISHED COPPER    | 49     | 8            |
| Brand#55 | LARGE BURNISHED NICKEL    | 19     | 8            |
| Brand#55 | LARGE BURNISHED NICKEL    | 45     | 8            |
| Brand#55 | LARGE BURNISHED STEEL     | 3      | 8            |
| Brand#55 | LARGE BURNISHED STEEL     | 23     | 8            |
| Brand#55 | LARGE PLATED COPPER       | 14     | 8            |
| Brand#55 | LARGE PLATED NICKEL       | 9      | 8            |
| Brand#55 | LARGE PLATED STEEL        | 19     | 8            |
| Brand#55 | LARGE PLATED STEEL        | 36     | 8            |
| Brand#55 | LARGE PLATED STEEL        | 49     | 8            |
| Brand#55 | LARGE PLATED TIN          | 9      | 8            |
| Brand#55 | LARGE PLATED TIN          | 14     | 8            |
| Brand#55 | LARGE PLATED TIN          | 36     | 8            |
| Brand#55 | LARGE PLATED TIN          | 45     | 8            |
| Brand#55 | LARGE POLISHED BRASS      | 3      | 8            |
| Brand#55 | LARGE POLISHED COPPER     | 9      | 8            |
| Brand#55 | LARGE POLISHED COPPER     | 36     | 8            |
| Brand#55 | LARGE POLISHED TIN        | 9      | 8            |
| Brand#55 | LARGE POLISHED TIN        | 45     | 8            |
| Brand#55 | MEDIUM ANODIZED BRASS     | 23     | 8            |
| Brand#55 | MEDIUM ANODIZED COPPER    | 14     | 8            |
| Brand#55 | MEDIUM ANODIZED COPPER    | 49     | 8            |
| Brand#55 | MEDIUM ANODIZED NICKEL    | 14     | 8            |
| Brand#55 | MEDIUM ANODIZED NICKEL    | 19     | 8            |
| Brand#55 | MEDIUM ANODIZED NICKEL    | 45     | 8            |
| Brand#55 | MEDIUM ANODIZED STEEL     | 3      | 8            |
| Brand#55 | MEDIUM ANODIZED STEEL     | 14     | 8            |
| Brand#55 | MEDIUM ANODIZED TIN       | 45     | 8            |
| Brand#55 | MEDIUM BRUSHED COPPER     | 23     | 8            |
| Brand#55 | MEDIUM BRUSHED NICKEL     | 9      | 8            |
| Brand#55 | MEDIUM BRUSHED NICKEL     | 36     | 8            |
| Brand#55 | MEDIUM BRUSHED STEEL      | 14     | 8            |
| Brand#55 | MEDIUM BRUSHED STEEL      | 36     | 8            |
| Brand#55 | MEDIUM BRUSHED STEEL      | 49     | 8            |
| Brand#55 | MEDIUM BRUSHED TIN        | 45     | 8            |
| Brand#55 | MEDIUM BURNISHED COPPER   | 23     | 8            |
| Brand#55 | MEDIUM BURNISHED NICKEL   | 23     | 8            |
| Brand#55 | MEDIUM BURNISHED STEEL    | 14     | 8            |
| Brand#55 | MEDIUM BURNISHED STEEL    | 36     | 8            |
| Brand#55 | MEDIUM BURNISHED STEEL    | 49     | 8            |
| Brand#55 | MEDIUM BURNISHED TIN      | 45     | 8            |
| Brand#55 | MEDIUM PLATED BRASS       | 23     | 8            |
| Brand#55 | MEDIUM PLATED COPPER      | 9      | 8            |
| Brand#55 | MEDIUM PLATED COPPER      | 45     | 8            |
| Brand#55 | MEDIUM PLATED NICKEL      | 49     | 8            |
| Brand#55 | MEDIUM PLATED TIN         | 3      | 8            |
| Brand#55 | MEDIUM PLATED TIN         | 14     | 8            |
| Brand#55 | MEDIUM PLATED TIN         | 36     | 8            |
| Brand#55 | PROMO ANODIZED BRASS      | 45     | 8            |
| Brand#55 | PROMO ANODIZED BRASS      | 49     | 8            |
| Brand#55 | PROMO ANODIZED COPPER     | 3      | 8            |
| Brand#55 | PROMO ANODIZED COPPER     | 45     | 8            |
| Brand#55 | PROMO ANODIZED COPPER     | 49     | 8            |
| Brand#55 | PROMO ANODIZED NICKEL     | 3      | 8            |
| Brand#55 | PROMO ANODIZED NICKEL     | 14     | 8            |
| Brand#55 | PROMO ANODIZED NICKEL     | 36     | 8            |
| Brand#55 | PROMO ANODIZED STEEL      | 3      | 8            |
| Brand#55 | PROMO ANODIZED STEEL      | 36     | 8            |
| Brand#55 | PROMO ANODIZED STEEL      | 49     | 8            |
| Brand#55 | PROMO ANODIZED TIN        | 36     | 8            |
| Brand#55 | PROMO ANODIZED TIN        | 49     | 8            |
| Brand#55 | PROMO BRUSHED BRASS       | 9      | 8            |
| Brand#55 | PROMO BRUSHED COPPER      | 9      | 8            |
| Brand#55 | PROMO BRUSHED NICKEL      | 36     | 8            |
| Brand#55 | PROMO BRUSHED NICKEL      | 49     | 8            |
| Brand#55 | PROMO BRUSHED STEEL       | 3      | 8            |
| Brand#55 | PROMO BRUSHED STEEL       | 9      | 8            |
| Brand#55 | PROMO BRUSHED STEEL       | 36     | 8            |
| Brand#55 | PROMO BRUSHED STEEL       | 45     | 8            |
| Brand#55 | PROMO BRUSHED TIN         | 49     | 8            |
| Brand#55 | PROMO BURNISHED BRASS     | 49     | 8            |
| Brand#55 | PROMO BURNISHED COPPER    | 14     | 8            |
| Brand#55 | PROMO BURNISHED STEEL     | 9      | 8            |
| Brand#55 | PROMO BURNISHED TIN       | 45     | 8            |
| Brand#55 | PROMO BURNISHED TIN       | 49     | 8            |
| Brand#55 | PROMO PLATED BRASS        | 9      | 8            |
| Brand#55 | PROMO PLATED BRASS        | 36     | 8            |
| Brand#55 | PROMO PLATED BRASS        | 45     | 8            |
| Brand#55 | PROMO PLATED COPPER       | 14     | 8            |
| Brand#55 | PROMO PLATED COPPER       | 23     | 8            |
| Brand#55 | PROMO PLATED NICKEL       | 14     | 8            |
| Brand#55 | PROMO PLATED NICKEL       | 49     | 8            |
| Brand#55 | PROMO PLATED TIN          | 36     | 8            |
| Brand#55 | PROMO PLATED TIN          | 45     | 8            |
| Brand#55 | PROMO POLISHED BRASS      | 3      | 8            |
| Brand#55 | PROMO POLISHED COPPER     | 36     | 8            |
| Brand#55 | PROMO POLISHED STEEL      | 3      | 8            |
| Brand#55 | PROMO POLISHED STEEL      | 14     | 8            |
| Brand#55 | PROMO POLISHED STEEL      | 36     | 8            |
| Brand#55 | SMALL ANODIZED BRASS      | 19     | 8            |
| Brand#55 | SMALL ANODIZED COPPER     | 14     | 8            |
| Brand#55 | SMALL ANODIZED NICKEL     | 3      | 8            |
| Brand#55 | SMALL ANODIZED STEEL      | 14     | 8            |
| Brand#55 | SMALL ANODIZED STEEL      | 19     | 8            |
| Brand#55 | SMALL ANODIZED STEEL      | 49     | 8            |
| Brand#55 | SMALL ANODIZED TIN        | 3      | 8            |
| Brand#55 | SMALL BRUSHED BRASS       | 19     | 8            |
| Brand#55 | SMALL BRUSHED BRASS       | 49     | 8            |
| Brand#55 | SMALL BRUSHED COPPER      | 14     | 8            |
| Brand#55 | SMALL BRUSHED COPPER      | 36     | 8            |
| Brand#55 | SMALL BRUSHED COPPER      | 45     | 8            |
| Brand#55 | SMALL BRUSHED TIN         | 23     | 8            |
| Brand#55 | SMALL BURNISHED BRASS     | 9      | 8            |
| Brand#55 | SMALL BURNISHED COPPER    | 45     | 8            |
| Brand#55 | SMALL BURNISHED NICKEL    | 3      | 8            |
| Brand#55 | SMALL BURNISHED STEEL     | 19     | 8            |
| Brand#55 | SMALL BURNISHED STEEL     | 23     | 8            |
| Brand#55 | SMALL BURNISHED TIN       | 3      | 8            |
| Brand#55 | SMALL BURNISHED TIN       | 14     | 8            |
| Brand#55 | SMALL BURNISHED TIN       | 19     | 8            |
| Brand#55 | SMALL BURNISHED TIN       | 36     | 8            |
| Brand#55 | SMALL PLATED BRASS        | 45     | 8            |
| Brand#55 | SMALL PLATED COPPER       | 9      | 8            |
| Brand#55 | SMALL PLATED COPPER       | 19     | 8            |
| Brand#55 | SMALL PLATED COPPER       | 23     | 8            |
| Brand#55 | SMALL PLATED COPPER       | 45     | 8            |
| Brand#55 | SMALL PLATED NICKEL       | 9      | 8            |
| Brand#55 | SMALL PLATED NICKEL       | 23     | 8            |
| Brand#55 | SMALL PLATED STEEL        | 49     | 8            |
| Brand#55 | SMALL PLATED TIN          | 3      | 8            |
| Brand#55 | SMALL PLATED TIN          | 9      | 8            |
| Brand#55 | SMALL PLATED TIN          | 14     | 8            |
| Brand#55 | SMALL PLATED TIN          | 49     | 8            |
| Brand#55 | SMALL POLISHED BRASS      | 14     | 8            |
| Brand#55 | SMALL POLISHED COPPER     | 3      | 8            |
| Brand#55 | SMALL POLISHED TIN        | 19     | 8            |
| Brand#55 | SMALL POLISHED TIN        | 49     | 8            |
| Brand#55 | STANDARD ANODIZED BRASS   | 14     | 8            |
| Brand#55 | STANDARD ANODIZED BRASS   | 36     | 8            |
| Brand#55 | STANDARD ANODIZED COPPER  | 23     | 8            |
| Brand#55 | STANDARD ANODIZED NICKEL  | 23     | 8            |
| Brand#55 | STANDARD ANODIZED TIN     | 19     | 8            |
| Brand#55 | STANDARD ANODIZED TIN     | 49     | 8            |
| Brand#55 | STANDARD BRUSHED BRASS    | 3      | 8            |
| Brand#55 | STANDARD BRUSHED BRASS    | 36     | 8            |
| Brand#55 | STANDARD BRUSHED BRASS    | 45     | 8            |
| Brand#55 | STANDARD BRUSHED COPPER   | 3      | 8            |
| Brand#55 | STANDARD BRUSHED COPPER   | 23     | 8            |
| Brand#55 | STANDARD BRUSHED NICKEL   | 19     | 8            |
| Brand#55 | STANDARD BRUSHED TIN      | 23     | 8            |
| Brand#55 | STANDARD BURNISHED BRASS  | 49     | 8            |
| Brand#55 | STANDARD BURNISHED COPPER | 23     | 8            |
| Brand#55 | STANDARD BURNISHED COPPER | 36     | 8            |
| Brand#55 | STANDARD BURNISHED NICKEL | 3      | 8            |
| Brand#55 | STANDARD BURNISHED NICKEL | 14     | 8            |
| Brand#55 | STANDARD BURNISHED NICKEL | 36     | 8            |
| Brand#55 | STANDARD BURNISHED NICKEL | 45     | 8            |
| Brand#55 | STANDARD BURNISHED STEEL  | 14     | 8            |
| Brand#55 | STANDARD BURNISHED STEEL  | 49     | 8            |
| Brand#55 | STANDARD PLATED BRASS     | 19     | 8            |
| Brand#55 | STANDARD PLATED BRASS     | 23     | 8            |
| Brand#55 | STANDARD PLATED COPPER    | 23     | 8            |
| Brand#55 | STANDARD PLATED NICKEL    | 49     | 8            |
| Brand#55 | STANDARD PLATED TIN       | 23     | 8            |
| Brand#55 | STANDARD POLISHED BRASS   | 19     | 8            |
| Brand#55 | STANDARD POLISHED BRASS   | 49     | 8            |
| Brand#55 | STANDARD POLISHED COPPER  | 9      | 8            |
| Brand#55 | STANDARD POLISHED COPPER  | 36     | 8            |
| Brand#55 | STANDARD POLISHED STEEL   | 9      | 8            |
| Brand#55 | STANDARD POLISHED STEEL   | 36     | 8            |
| Brand#55 | STANDARD POLISHED STEEL   | 45     | 8            |
| Brand#55 | STANDARD POLISHED STEEL   | 49     | 8            |
| Brand#12 | PROMO ANODIZED NICKEL     | 49     | 7            |
| Brand#13 | LARGE PLATED TIN          | 23     | 7            |
| Brand#14 | PROMO PLATED BRASS        | 19     | 7            |
| Brand#22 | STANDARD POLISHED TIN     | 3      | 7            |
| Brand#23 | ECONOMY PLATED NICKEL     | 19     | 7            |
| Brand#23 | LARGE BURNISHED NICKEL    | 14     | 7            |
| Brand#24 | PROMO BRUSHED NICKEL      | 14     | 7            |
| Brand#31 | MEDIUM BURNISHED NICKEL   | 23     | 7            |
| Brand#32 | LARGE BRUSHED COPPER      | 3      | 7            |
| Brand#32 | LARGE POLISHED NICKEL     | 23     | 7            |
| Brand#32 | STANDARD BURNISHED STEEL  | 19     | 7            |
| Brand#33 | ECONOMY BRUSHED BRASS     | 3      | 7            |
| Brand#33 | PROMO PLATED NICKEL       | 9      | 7            |
| Brand#33 | SMALL ANODIZED COPPER     | 23     | 7            |
| Brand#41 | ECONOMY BRUSHED COPPER    | 36     | 7            |
| Brand#41 | PROMO POLISHED BRASS      | 45     | 7            |
| Brand#42 | MEDIUM PLATED STEEL       | 45     | 7            |
| Brand#42 | STANDARD PLATED COPPER    | 19     | 7            |
| Brand#43 | LARGE POLISHED COPPER     | 19     | 7            |
| Brand#44 | PROMO BURNISHED STEEL     | 45     | 7            |
| Brand#51 | STANDARD PLATED TIN       | 45     | 7            |
| Brand#52 | STANDARD ANODIZED STEEL   | 14     | 7            |
| Brand#53 | STANDARD ANODIZED NICKEL  | 14     | 7            |
| Brand#55 | ECONOMY POLISHED TIN      | 19     | 7            |
| Brand#55 | SMALL BURNISHED STEEL     | 3      | 7            |
| Brand#32 | MEDIUM BURNISHED STEEL    | 3      | 6            |
| Brand#11 | ECONOMY ANODIZED BRASS    | 3      | 4            |
| Brand#11 | ECONOMY ANODIZED BRASS    | 45     | 4            |
| Brand#11 | ECONOMY ANODIZED COPPER   | 3      | 4            |
| Brand#11 | ECONOMY ANODIZED COPPER   | 19     | 4            |
| Brand#11 | ECONOMY ANODIZED COPPER   | 36     | 4            |
| Brand#11 | ECONOMY ANODIZED COPPER   | 45     | 4            |
| Brand#11 | ECONOMY ANODIZED STEEL    | 9      | 4            |
| Brand#11 | ECONOMY ANODIZED STEEL    | 14     | 4            |
| Brand#11 | ECONOMY ANODIZED STEEL    | 23     | 4            |
| Brand#11 | ECONOMY ANODIZED STEEL    | 45     | 4            |
| Brand#11 | ECONOMY ANODIZED STEEL    | 49     | 4            |
| Brand#11 | ECONOMY ANODIZED TIN      | 3      | 4            |
| Brand#11 | ECONOMY ANODIZED TIN      | 9      | 4            |
| Brand#11 | ECONOMY ANODIZED TIN      | 49     | 4            |
| Brand#11 | ECONOMY BRUSHED BRASS     | 3      | 4            |
| Brand#11 | ECONOMY BRUSHED BRASS     | 19     | 4            |
| Brand#11 | ECONOMY BRUSHED COPPER    | 3      | 4            |
| Brand#11 | ECONOMY BRUSHED COPPER    | 19     | 4            |
| Brand#11 | ECONOMY BRUSHED NICKEL    | 14     | 4            |
| Brand#11 | ECONOMY BRUSHED STEEL     | 3      | 4            |
| Brand#11 | ECONOMY BRUSHED STEEL     | 36     | 4            |
| Brand#11 | ECONOMY BRUSHED TIN       | 23     | 4            |
| Brand#11 | ECONOMY BRUSHED TIN       | 45     | 4            |
| Brand#11 | ECONOMY BURNISHED BRASS   | 3      | 4            |
| Brand#11 | ECONOMY BURNISHED BRASS   | 9      | 4            |
| Brand#11 | ECONOMY BURNISHED BRASS   | 14     | 4            |
| Brand#11 | ECONOMY BURNISHED BRASS   | 19     | 4            |
| Brand#11 | ECONOMY BURNISHED BRASS   | 49     | 4            |
| Brand#11 | ECONOMY BURNISHED COPPER  | 14     | 4            |
| Brand#11 | ECONOMY BURNISHED COPPER  | 23     | 4            |
| Brand#11 | ECONOMY BURNISHED COPPER  | 36     | 4            |
| Brand#11 | ECONOMY BURNISHED NICKEL  | 9      | 4            |
| Brand#11 | ECONOMY BURNISHED NICKEL  | 49     | 4            |
| Brand#11 | ECONOMY BURNISHED STEEL   | 14     | 4            |
| Brand#11 | ECONOMY BURNISHED TIN     | 19     | 4            |
| Brand#11 | ECONOMY BURNISHED TIN     | 23     | 4            |
| Brand#11 | ECONOMY BURNISHED TIN     | 45     | 4            |
| Brand#11 | ECONOMY PLATED BRASS      | 3      | 4            |
| Brand#11 | ECONOMY PLATED BRASS      | 9      | 4            |
| Brand#11 | ECONOMY PLATED BRASS      | 36     | 4            |
| Brand#11 | ECONOMY PLATED BRASS      | 49     | 4            |
| Brand#11 | ECONOMY PLATED COPPER     | 36     | 4            |
| Brand#11 | ECONOMY PLATED NICKEL     | 3      | 4            |
| Brand#11 | ECONOMY PLATED NICKEL     | 49     | 4            |
| Brand#11 | ECONOMY PLATED STEEL      | 3      | 4            |
| Brand#11 | ECONOMY PLATED STEEL      | 14     | 4            |
| Brand#11 | ECONOMY PLATED STEEL      | 19     | 4            |
| Brand#11 | ECONOMY PLATED STEEL      | 49     | 4            |
| Brand#11 | ECONOMY PLATED TIN        | 3      | 4            |
| Brand#11 | ECONOMY PLATED TIN        | 9      | 4            |
| Brand#11 | ECONOMY PLATED TIN        | 19     | 4            |
| Brand#11 | ECONOMY PLATED TIN        | 36     | 4            |
| Brand#11 | ECONOMY POLISHED BRASS    | 9      | 4            |
| Brand#11 | ECONOMY POLISHED BRASS    | 19     | 4            |
| Brand#11 | ECONOMY POLISHED BRASS    | 23     | 4            |
| Brand#11 | ECONOMY POLISHED BRASS    | 36     | 4            |
| Brand#11 | ECONOMY POLISHED BRASS    | 49     | 4            |
| Brand#11 | ECONOMY POLISHED COPPER   | 3      | 4            |
| Brand#11 | ECONOMY POLISHED COPPER   | 19     | 4            |
| Brand#11 | ECONOMY POLISHED COPPER   | 23     | 4            |
| Brand#11 | ECONOMY POLISHED NICKEL   | 36     | 4            |
| Brand#11 | ECONOMY POLISHED NICKEL   | 49     | 4            |
| Brand#11 | ECONOMY POLISHED STEEL    | 9      | 4            |
| Brand#11 | ECONOMY POLISHED STEEL    | 14     | 4            |
| Brand#11 | ECONOMY POLISHED STEEL    | 23     | 4            |
| Brand#11 | ECONOMY POLISHED STEEL    | 36     | 4            |
| Brand#11 | ECONOMY POLISHED STEEL    | 45     | 4            |
| Brand#11 | ECONOMY POLISHED TIN      | 49     | 4            |
| Brand#11 | LARGE ANODIZED BRASS      | 3      | 4            |
| Brand#11 | LARGE ANODIZED BRASS      | 9      | 4            |
| Brand#11 | LARGE ANODIZED BRASS      | 19     | 4            |
| Brand#11 | LARGE ANODIZED BRASS      | 23     | 4            |
| Brand#11 | LARGE ANODIZED COPPER     | 3      | 4            |
| Brand#11 | LARGE ANODIZED COPPER     | 9      | 4            |
| Brand#11 | LARGE ANODIZED COPPER     | 36     | 4            |
| Brand#11 | LARGE ANODIZED COPPER     | 45     | 4            |
| Brand#11 | LARGE ANODIZED NICKEL     | 23     | 4            |
| Brand#11 | LARGE ANODIZED STEEL      | 14     | 4            |
| Brand#11 | LARGE ANODIZED STEEL      | 49     | 4            |
| Brand#11 | LARGE ANODIZED TIN        | 3      | 4            |
| Brand#11 | LARGE ANODIZED TIN        | 9      | 4            |
| Brand#11 | LARGE ANODIZED TIN        | 14     | 4            |
| Brand#11 | LARGE ANODIZED TIN        | 19     | 4            |
| Brand#11 | LARGE BRUSHED BRASS       | 36     | 4            |
| Brand#11 | LARGE BRUSHED BRASS       | 45     | 4            |
| Brand#11 | LARGE BRUSHED COPPER      | 3      | 4            |
| Brand#11 | LARGE BRUSHED NICKEL      | 9      | 4            |
| Brand#11 | LARGE BRUSHED NICKEL      | 36     | 4            |
| Brand#11 | LARGE BRUSHED NICKEL      | 49     | 4            |
| Brand#11 | LARGE BRUSHED STEEL       | 3      | 4            |
| Brand#11 | LARGE BRUSHED STEEL       | 9      | 4            |
| Brand#11 | LARGE BRUSHED STEEL       | 23     | 4            |
| Brand#11 | LARGE BRUSHED STEEL       | 45     | 4            |
| Brand#11 | LARGE BRUSHED TIN         | 3      | 4            |
| Brand#11 | LARGE BURNISHED BRASS     | 9      | 4            |
| Brand#11 | LARGE BURNISHED BRASS     | 19     | 4            |
| Brand#11 | LARGE BURNISHED BRASS     | 36     | 4            |
| Brand#11 | LARGE BURNISHED COPPER    | 19     | 4            |
| Brand#11 | LARGE BURNISHED COPPER    | 45     | 4            |
| Brand#11 | LARGE BURNISHED NICKEL    | 3      | 4            |
| Brand#11 | LARGE BURNISHED NICKEL    | 49     | 4            |
| Brand#11 | LARGE BURNISHED STEEL     | 14     | 4            |
| Brand#11 | LARGE BURNISHED STEEL     | 23     | 4            |
| Brand#11 | LARGE BURNISHED STEEL     | 45     | 4            |
| Brand#11 | LARGE BURNISHED TIN       | 3      | 4            |
| Brand#11 | LARGE BURNISHED TIN       | 9      | 4            |
| Brand#11 | LARGE BURNISHED TIN       | 36     | 4            |
| Brand#11 | LARGE BURNISHED TIN       | 45     | 4            |
| Brand#11 | LARGE PLATED BRASS        | 9      | 4            |
| Brand#11 | LARGE PLATED BRASS        | 36     | 4            |
| Brand#11 | LARGE PLATED BRASS        | 45     | 4            |
| Brand#11 | LARGE PLATED BRASS        | 49     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 3      | 4            |
| Brand#11 | LARGE PLATED COPPER       | 9      | 4            |
| Brand#11 | LARGE PLATED COPPER       | 14     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 19     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 23     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 36     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 45     | 4            |
| Brand#11 | LARGE PLATED COPPER       | 49     | 4            |
